Neon  Rapha Healthcare Clinic,Level 2,Medical Clinic,Kakamega,Matungu,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Mbaruk Dispensary,Level 2,Dispensary,Nakuru,Gilgil,Operational,"Nutrition assessment ,counselling and support ( The NACS process) for PLHIVs, Post-Exposure Prophylaxis (PEP), HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, HEI - HIV exposed infants, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Abakaile Dispensary,Level 2,Dispensary,Garissa,Dadaab,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Avenue Healthcare Limited Nakuru Clinic,Level 2,Medical Clinic,Nakuru,Nakuru East,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Annointed Medical Clinic,Level 2,Medical Clinic,Kakamega,Mumias East,Operational,HIV Counselling & Testing
Napetao Dispensary,Level 2,Dispensary,Turkana,Turkana Central,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention"
Kalima Dispensary,Level 2,Dispensary,Makueni,Makueni,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Tutini Dispensary,Level 2,Dispensary,Makueni,Kibwezi West,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
AHF Soko Clinic,Level 2,Medical Clinic,Mombasa,Nyali,Closed,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kamashia Health Centre,Level 3,HEALTH CENTRE,Kakamega,Mumias East,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Hamey dispensary,Level 2,Dispensary,Garissa,Dadaab,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Oren Health Centre,Level 3,Basic Health Centre,Kisumu,Nyando,Operational,HIV Counselling & Testing
Sportlight Empowerment group,Level 2,VCT,Nandi,Aldai,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention"
K-Note Drop-in Centre(Naivasha),Level 2,Medical Clinic,Nakuru,Naivasha,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Condom Distribution & STI Prevention"
Medicatia Hospital,Level 4,Primary care hospitals,Narok,Narok Central,Operational,"HIV Counselling & Testing, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Belmo Nursing Home,Level 3,Comprehensive Health Centre,Mombasa,Mvita,Closed,HIV Counselling & Testing
Chamuka Dispensary,Level 2,Dispensary,Nyandarua,Oljoroorok,Operational,"Nutrition assessment ,counselling and support ( The NACS process) for PLHIVs, HIV Counselling & Testing, HEI - HIV exposed infants, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV, HIV risk reduction services for prioity populations and geographies"
Gatimu Health Centre,Level 3,Basic Health Centre,Nyandarua,Oljoroorok,Operational,"HIV risk reduction services for prioity populations and geographies, HEI - HIV exposed infants, Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Mugai Dispensary,Level 2,Dispensary,Kakamega,Malava,Operational,"Nutrition assessment ,counselling and support ( The NACS process) for PLHIVs, Post-Exposure Prophylaxis (PEP), HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, HEI - HIV exposed infants, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
360 Medicare  Clinic,Level 2,Medical Clinic,Nyamira,Manga,Non-Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
MARPS drop in medical centre,Level 2,Medical Clinic,Narok,Narok Central,Operational,"Nutrition assessment ,counselling and support ( The NACS process) for PLHIVs, HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, HEI - HIV exposed infants, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Aberdare Medical Clinic,Level 2,Medical Clinic,Turkana,Turkana Central,Operational,HIV Counselling & Testing
Kamuthini Dispensary,Level 2,Dispensary,Makueni,Kilome,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Eshio Community Health Care,Level 2,Medical Clinic,Kakamega,Butere,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention"
Mitume Dispensary,Level 2,Dispensary,Trans Nzoia,Saboti,Operational,"Post-Exposure Prophylaxis (PEP), HIV Counselling & Testing, HEI - HIV exposed infants, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kitale Adventist Mission Hospital,Level 3,Comprehensive Health Centre,Trans Nzoia,Kiminini,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Browns Memorial Medical Centre,Level 3,Medical Center,Trans Nzoia,Kiminini,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Vegpro Delamere Pivot Medical Clinic (Naivasha),Level 2,Medical Clinic,Nakuru,Naivasha,Operational,"Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention"
Premium Health Services,Level 2,Medical Clinic,Nairobi,Embakasi North,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention"
Kariobangi Edarp,Level 2,Dispensary,Nairobi,Embakasi North,Operational,"HIV Counselling & Testing, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Lobei Health Centre,Level 3,Basic Health Centre,Turkana,Loima,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
House Of Hope Medical Centre,Level 2,Medical Clinic,Kisumu,Nyakach,Operational,"Nutrition assessment ,counselling and support ( The NACS process) for PLHIVs, HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, HEI - HIV exposed infants, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Tumaini Medical Clinic (Meru),Level 2,Medical Clinic,Meru,Imenti North,Operational,HIV Counselling & Testing
Mercy Mission Medical Dispensary,Level 2,Dispensary,Makueni,Kilome,Operational,"HIV Counselling & Testing, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Maria Salus Infirmorum Dispensary,Level 2,Dispensary,Makueni,Kilome,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place"
Kikule Dispensary,Level 2,Dispensary,Machakos,Masinga,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention"
Menengai Crater Dispensary,Level 2,Dispensary,Nakuru,Nakuru North,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Itiko Dispensary,Level 2,Dispensary,Kitui,Kitui East,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention"
Kikuu Dispensary,Level 2,Dispensary,Kitui,Kitui East,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Makongo Dispensary,Level 2,Dispensary,Kitui,Kitui East,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kiongwe Dispensary,Level 2,Dispensary,Kitui,Kitui East,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention"
Yoonye Dispensary,Level 2,Dispensary,Kitui,Kitui East,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kyaango Dispensary,Level 2,Dispensary,Kitui,Kitui East,Operational,"HIV Counselling & Testing, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Muthungue Dispensary,Level 2,Dispensary,Kitui,Kitui East,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Karimaini Community Dispensary,Level 2,Dispensary,Kirinyaga,Kirinyaga West,Operational,"HIV risk reduction services for prioity populations and geographies, HEI - HIV exposed infants, Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Bingwa Dispensary,Level 2,Dispensary,Bomet,Chepalungu,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Lelaitich Dispensary,Level 2,Dispensary,Bomet,Chepalungu,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Senate Health Services,Level 2,Dispensary,Nairobi,Embakasi North,Operational,"Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention"
Assumption Sisters Mbooni Clinic,Level 2,Dispensary,Makueni,Mbooni,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Musoa SDA Dispensary,Level 2,Dispensary,Makueni,Mbooni,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Florex Medical Clinic,Level 2,Medical Clinic,Nakuru,Nakuru East,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Village Hope Core International,Level 2,Medical Clinic,Tharaka Nithi,Mwimbi,Operational,"Nutrition assessment ,counselling and support ( The NACS process) for PLHIVs, HIV Counselling & Testing, HEI - HIV exposed infants, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Wajir TB Manyatta Sub County Hospital,Level 4,Secondary care hospitals,Wajir,Wajir East,Operational,"Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Gababa Dispensary,Level 2,Dispensary,Garissa,Ijara,Operational,"HIV Counselling & Testing, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Uthiru Muthua Health Centre,Level 3,HEALTH CENTRE,Nairobi,Dagoretti South,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Beggs Nursing Home (Matunda),Level 3,Nursing and Maternity Home,Kakamega,Likuyani,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Mlimani Dispensary,Level 2,Dispensary,Kakamega,Likuyani,Operational,"Nutrition assessment ,counselling and support ( The NACS process) for PLHIVs, Post-Exposure Prophylaxis (PEP), HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, HEI - HIV exposed infants, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Lumino Dispensary,Level 2,Dispensary,Kakamega,Likuyani,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Uzima Medicare Medical Clinic,Level 2,Medical Clinic,Meru,Igembe South,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Vichabem Medical Clinic,Level 2,Medical Clinic,Meru,Igembe South,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Antodevi Medical Clinic,Level 2,Medical Clinic,Meru,Igembe South,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention"
Eagle Health and Clinic Services Riruta Branch,Level 2,Medical Clinic,Nairobi,Dagoretti South,Closed,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Mid-Town Youth Friendly Centre,Level 2,Medical Clinic,Nakuru,Nakuru East,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Ngenia Dispensary,Level 2,Dispensary,Laikipia,Laikipia North,Operational,"Nutrition assessment ,counselling and support ( The NACS process) for PLHIVs, HIV Counselling & Testing, HEI - HIV exposed infants, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Mercylight Hospital,Level 4,Primary care hospitals,Kiambu,Kiambu Town,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kambu Sub County Hospital,Level 4,Primary care hospitals,Makueni,Kibwezi East,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Joy Nursing Home and Maternity,Level 3,Nursing and Maternity Home,Nairobi,Kamukunji,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention"
Ravine Glory Health Care Services,Level 2,Medical Clinic,Baringo,Koibatek,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Lengo Medical Clinic,Level 2,Medical Clinic,Nairobi,Starehe,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention"
Chemses Dispensary,Level 2,Dispensary,Bungoma,Mt Elgon,Operational,Condom Distribution & STI Prevention
Chemworemwo Dispensary,Level 2,Dispensary,Bungoma,Mt Elgon,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Chesinende Dispensary,Level 2,Dispensary,Bungoma,Mt Elgon,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Mosobeti Dispensary,Level 2,Dispensary,Nyamira,Masaba North,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Coping Centre,Level 2,VCT,Nakuru,Nakuru West,Closed,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention"
Thigirichi Mukui Dispensary,Level 2,Dispensary,Kirinyaga,Kirinyaga West,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, HEI - HIV exposed infants, Infection Prevention and control to mitigate HIV infection in the work place, HIV preventive Package, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Mong'oni Dispensary,Level 2,Dispensary,Nyamira,Masaba North,Operational,"HIV risk reduction services for prioity populations and geographies, HEI - HIV exposed infants, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Pona Medical and Eye Care centre,Level 2,Medical Clinic,Kitui,Mwingi Central,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Royal Run Medical Clinic,Level 2,Medical Clinic,Kwale,Matuga,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Thaene Medical Clinic,Level 2,Medical Clinic,Meru,Igembe South,Closed,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Family Nursing Home and Maternity ( Mwingi Central),Level 3,Nursing and Maternity Home,Kitui,Mwingi Central,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kanzui Dispensary,Level 2,Dispensary,Kitui,Mwingi Central,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Nzinia Dispensary,Level 2,Dispensary,Kitui,Kitui West,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Condom Distribution & STI Prevention"
Mutanda Dispensary,Level 2,Dispensary,Kitui,Kitui West,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Chianda Dispensary (Rarieda),Level 2,Dispensary,Siaya,Rarieda,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Chemwa Bridge Dispensary,Level 2,Dispensary,Bungoma,Kabuchai,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Tumaini DICE - Asembo Bay,Level 2,Medical Clinic,Siaya,Rarieda,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention"
Syokithumbi Dispensary,Level 2,Dispensary,Kitui,Kitui West,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention"
Maseki Dispensary ( Kitui West),Level 2,Dispensary,Kitui,Kitui West,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention"
Creadis HTC Centre,Level 2,VCT,Bungoma,Kanduyi,Operational,HIV Counselling & Testing
County Medical Centre (Embu LTD),Level 3,Medical Center,Embu,Manyatta,Operational,"Nutrition assessment ,counselling and support ( The NACS process) for PLHIVs, HEI - HIV exposed infants, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV, HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing"
Bidii Health Centre,Level 3,Basic Health Centre,Trans Nzoia,Kwanza,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, HEI - HIV exposed infants, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Koywech Health Centre,Level 3,Basic Health Centre,Homa Bay,Rachuonyo South,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Ragwe Health Centre,Level 3,HEALTH CENTRE,Homa Bay,Rachuonyo South,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, HEI - HIV exposed infants, Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kivani Dispensary,Level 2,Dispensary,Kitui,Kitui West,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention"
Nyongores Dispensary,Level 2,Dispensary,Bomet,Bomet Central,Operational,HIV Counselling & Testing
Kitaima Dispensary,Level 2,Dispensary,Bomet,Bomet Central,Operational,HIV Counselling & Testing
Kwenik-ab-ilet Dispensary,Level 2,Dispensary,Bomet,Bomet Central,Operational,"HIV Counselling & Testing, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Sibayan Dispensary,Level 2,Dispensary,Bomet,Bomet Central,Operational,HIV Counselling & Testing
Kalulini Health Centre,Level 3,Basic Health Centre,Kitui,Kitui Rural,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
St.Raphael Dispensary (Matisi),Level 2,Dispensary,Trans Nzoia,Saboti,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kathome Health Centre,Level 3,Basic Health Centre,Kitui,Kitui Rural,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kamanyi Dispensary,Level 2,Dispensary,Kitui,Kitui Rural,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Itando Mission Of Hope And Health Centre,Level 3,Basic Health Centre,Vihiga,Sabatia,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention"
Ngomoni Dispensary,Level 2,Dispensary,Kitui,Kitui Rural,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention"
Masimba Dispensary,Level 2,Dispensary,Kitui,Kitui Rural,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kanyongonyo Dispensary,Level 2,Dispensary,Kitui,Kitui Rural,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Muselele Dispensary,Level 2,Dispensary,Kitui,Kitui Rural,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kapisimba Dispensary,Level 2,Dispensary,Bomet,Chepalungu,Operational,"Nutrition assessment ,counselling and support ( The NACS process) for PLHIVs, Post-Exposure Prophylaxis (PEP), HIV Counselling & Testing, HEI - HIV exposed infants, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
St Thomas The Apostle Athi Catholic Dispensary,Level 2,Dispensary,Meru,Igembe South,Operational,"HIV Counselling & Testing, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Ngieni Community Dispensary,Level 2,Dispensary,Kitui,Mwingi Central,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kariobangi (Catholic) Dispensary,Level 2,Dispensary,Nairobi,Embakasi North,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place"
Mavueni Dispensary,Level 2,Dispensary,Kilifi,Kilifi North,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention"
Mbuyu Dispensary,Level 2,Dispensary,Nyandarua,Ndaragwa,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Tumaini Medical Clinic (Kabaa),Level 2,Medical Clinic,Machakos,Mwala,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
St Clare Medical Clinic,Level 2,Medical Clinic,Nairobi,Embakasi South,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention"
Utawala Estate Health Centre,Level 3,Primary care hospitals,Nairobi,Embakasi East,Operational,"HIV risk reduction services for prioity populations and geographies, Condom Distribution & STI Prevention"
Ndumoni Dispensary,Level 2,Dispensary,Kitui,Kitui Central,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
The Kitui Marternity and Nursing Home,Level 3,Comprehensive Health Centre,Kitui,Kitui Central,Operational,"HIV risk reduction services for prioity populations and geographies, Condom Distribution & STI Prevention"
Savannah Likoni Medical Centre,Level 2,Medical Clinic,Mombasa,Likoni,Operational,HIV Counselling & Testing
Derkale Dispensary,Level 2,Dispensary,Mandera,Banissa,Operational,Condom Distribution & STI Prevention
Impact Research-Tuungane (Nyando),Level 2,Medical Clinic,Kisumu,Nyando,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention"
Likoni HIV Resource Centre,Level 2,VCT,Mombasa,Likoni,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention"
Gatiruri Dispensary,Level 2,Dispensary,Embu,Mbeere North,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Karerema Dispensary,Level 2,Dispensary,Embu,Mbeere North,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, HEI - HIV exposed infants, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
KWS VCT,Level 2,Dispensary,Mombasa,Mvita,Closed,HIV Counselling & Testing
Kwa Mutalia Dispensary,Level 2,Dispensary,Machakos,Matungulu,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Moogi Dispensary,Level 2,Dispensary,Kisii,Bomachoge Chache,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Nyanturago Health Centre (Nyamira),Level 3,Basic Health Centre,Nyamira,Nyamira,Operational,"HIV risk reduction services for prioity populations and geographies, HEI - HIV exposed infants, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
